"
                    Code
                ","
                    Title
                ","
                    Term
                ","
                    Career
                ","
                    Units
                ","
                    Delivery
                "
DEMO2001,Population Studies,"Second Semester, 2018",Undergraduate,6,In Person
FINM3008,Portfolio Construction,"Second Semester, 2018",Undergraduate,6,In Person
ENGN4625,Power Electronics,"Second Semester, 2018",Undergraduate,6,In Person
POLS2136,Power and influence in world politics,"Second Semester, 2018",Undergraduate,6,In Person
ENGN3100,Practical Experience,"Second Semester, 2018",Undergraduate,0,In Person
BIAN3021,Primate Conservation Biology,"Second Semester, 2018",Undergraduate,6,In Person
COMP3610,Principles of Programming Languages,"Second Semester, 2018",Undergraduate,6,In Person
BUSN3014,Principles of Tax Law,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1702,Printmedia and Drawing 2: Relief Printing,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2707,Printmedia and Drawing: Advanced Etching/Relief,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2717,Printmedia and Drawing: Book Design,"Second Semester, 2018",Undergraduate,6,In Person
ARTV3703,Printmedia and Drawing: Contemporary Print Methods,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2721,Printmedia and Drawing: Drawing (General),"Second Semester, 2018",Undergraduate,6,In Person
ARTV2725,Printmedia and Drawing: Etching,"Second Semester, 2018",Undergraduate,6,In Person
ARTV3702,Printmedia and Drawing: Independent Work Project Theory and Practice 2,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2729,Printmedia and Drawing: Life Drawing,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2727,Printmedia and Drawing: Lithography,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2708,Printmedia and Drawing: Project Drawing,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2723,Printmedia and Drawing: Screen Printing,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2715,Printmedia and Drawing: Typography,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1101,Professional Communication,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2028,Professional Practices Internship,"Second Semester, 2018",Undergraduate,6,In Person
COMP1100,Programming as Problem Solving,"Second Semester, 2018",Undergraduate,6,In Person
COMP1730,Programming for Scientists,"Second Semester, 2018",Undergraduate,6,In Person
INFS3059,Project Management and Information Systems,"Second Semester, 2018",Undergraduate,6,In Person
COMP3740,Project Work in Computing,"Second Semester, 2018",Undergraduate,6,In Person
BUSN3059,Project/Case Studies in Commerce,"Second Semester, 2018",Undergraduate,6,In Person
PREP1115,Psychology,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1134,Psychology 2: Understanding People in Context,"Second Semester, 2018",Undergraduate,6,In Person
PSYC1004,Psychology 2: Understanding People in Context,"Second Semester, 2018",Undergraduate,6,In Person
PSYC4011,Psychology Honours,"Second Semester, 2018",Undergraduate,12,In Person
PSYC4005F,Psychology IV Honours (S),"Second Semester, 2018",Undergraduate,12,In Person
PSYC4005P,Psychology IV Honours (S),"Second Semester, 2018",Undergraduate,12,In Person
PSYC3030,Psychology Undergraduate Research Experience,"Second Semester, 2018",Undergraduate,6,In Person
INDG3001,Public policy development and implementation and Indigenous Australians,"Second Semester, 2018",Undergraduate,6,In Person
SOCR4003,Qualitative Research Analysis,"Second Semester, 2018",Undergraduate,6,In Person
STAT1008,Quantitative Research Methods,"Second Semester, 2018",Undergraduate,6,In Person
PREP1119,Quantitative Research Skills,"Second Semester, 2018",Undergraduate,0,In Person
ENGL3034,Queens and Tyrants: Gender and Power in Drama 1580-1630,"Second Semester, 2018",Undergraduate,6,In Person
ENGL4019,Reading Context: Topics in Production and Reception of Texts,"Second Semester, 2018",Undergraduate,12,In Person
GEND1002,Reading Popular Culture: An Introduction to Cultural Studies,"Second Semester, 2018",Undergraduate,6,In Person
RUSS1004,Reading Russian for Academic Purposes II,"Second Semester, 2018",Undergraduate,6,In Person
ENGL1013,Reading across Time and Space: Literary Contexts,"Second Semester, 2018",Undergraduate,6,In Person
ASIA3012,Readings in Asian Societies and Histories,"Second Semester, 2018",Undergraduate,6,In Person
CLAS4008,Readings in Classics,"Second Semester, 2018",Undergraduate,6,In Person
PASI3012,Readings in Indigenous Studies,"Second Semester, 2018",Undergraduate,6,In Person
PHIL4009,Readings in Philosophy,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4271,Refugee Law,"Second Semester, 2018",Undergraduate,6,In Person
POLS2101,Refugee Politics: Displacement and Exclusion in the 20th and 21st Centuries,"Second Semester, 2018",Undergraduate,6,In Person
COMP2400,Relational Databases,"Second Semester, 2018",Undergraduate,6,In Person
ANUC2400,Relational Databases,"Second Semester, 2018",Undergraduate,6,In Person
ARCH3000,Research Design and Analysis in Archaeology,"Second Semester, 2018",Undergraduate,6,In Person
BIAN3014,Research Design and Analysis in Biological Anthropology,"Second Semester, 2018",Undergraduate,6,In Person
POPH4315,Research Design and Methods,"Second Semester, 2018",Undergraduate,6,In Person
SOCY3001,Research Internship,"Second Semester, 2018",Undergraduate,6,In Person
EMSC4017,Research Methods and Proposal,"Second Semester, 2018",Undergraduate,6,In Person
ARTV4023,Research Principles and Methods 2,"Second Semester, 2018",Undergraduate,12,In Person
DESA4002,Research Principles and Methods 2,"Second Semester, 2018",Undergraduate,12,In Person
CHEM3060,Research Project in Chemistry,"Second Semester, 2018",Undergraduate,6,In Person
LANG4004,Research Tools in Advanced Language Studies,"Second Semester, 2018",Undergraduate,6,In Person
PHYS3042,Research Topics Physics,"Second Semester, 2018",Undergraduate,6,In Person
JPNS3023,Research Topics in Japanese: History & Society,"Second Semester, 2018",Undergraduate,6,In Person
ASIA3108,Research Topics in South and Southeast Asian Languages B,"Second Semester, 2018",Undergraduate,6,In Person
POLS1009,Research and Writing in Political Science,"Second Semester, 2018",Undergraduate,6,In Person
ECON3128,Resource and Environmental Economics,"Second Semester, 2018",Undergraduate,6,In Person
ASIA3033,"Rethinking Northeast Asia: Region, Culture and Society","Second Semester, 2018",Undergraduate,6,In Person
ENGL2038,"Revolution and Romanticism in British Literature, 1789-1832","Second Semester, 2018",Undergraduate,6,In Person
ENGN4627,Robotics,"Second Semester, 2018",Undergraduate,6,In Person
ANCH1014,Rome: Republic to Empire,"Second Semester, 2018",Undergraduate,6,In Person
ASIA3011,Samurai Society and Social Control  in Japan,"Second Semester, 2018",Undergraduate,6,In Person
SKRT1003,Sanskrit 2,"Second Semester, 2018",Undergraduate,6,In Person
SKRT2104,Sanskrit 4,"Second Semester, 2018",Undergraduate,6,In Person
SKRT3005,Sanskrit 6,"Second Semester, 2018",Undergraduate,6,In Person
SCOM1002,Science Communication 2: Scientific Evidence and Social Change,"Second Semester, 2018",Undergraduate,6,In Person
SCOM3004,Science Communication Internship,"Second Semester, 2018",Undergraduate,6,In Person
SCOM3003,Science Communication Research Project,"Second Semester, 2018",Undergraduate,6,In Person
SCNC4000,Science Honours,"Second Semester, 2018",Undergraduate,6,In Person
SCNC3000,Science Internship,"Second Semester, 2018",Undergraduate,6,In Person
SCNC2000,Science Internship,"Second Semester, 2018",Undergraduate,6,In Person
SCNC2021,Science Research Project,"Second Semester, 2018",Undergraduate,6,In Person
SCNC3021,Science Research Project,"Second Semester, 2018",Undergraduate,6,In Person
SCOM3027,Science and Public Policy,"Second Semester, 2018",Undergraduate,6,In Person
BIAN3010,Scientific Dating in Archaeology and Palaeoenvironmental Studies,"Second Semester, 2018",Undergraduate,6,In Person
MATH3501,Scientific and Industrial Modelling,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2818,Sculpture Advanced Construction,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2813,Sculpture Reproduction and Simulacra Through Casting and Finishing Bronze,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1801,"Sculpture: Constructed Form and Space , Through Investigations with Wood and Metal","Second Semester, 2018",Undergraduate,6,In Person
ARTV3802,Sculpture: Independent Work Proposal 2,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2809,Sculpture: Material Integration and Context Through Mixed Media and Advanced Processes,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1802,"Sculpture: Plasticity, Observation and Abstraction Through Figure Modeling and Waste Moulding","Second Semester, 2018",Undergraduate,6,In Person
ARTV2808,"Sculpture: Space and Shape Investigations with Soft Sculpture, Pattern Making and Armature","Second Semester, 2018",Undergraduate,6,In Person
ARTV2815,"Sculpture: Temporal Studies, making time in space","Second Semester, 2018",Undergraduate,6,In Person
LING4012,Selected Topics in Analysis of a Subsystem of Language,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4257,Selected Topics in Australian-United States Comparative Law (ANU),"Second Semester, 2018",Undergraduate,6,In Person
LING4010,Selected Topics in Empirical Approaches to Linguistics,"Second Semester, 2018",Undergraduate,6,In Person
LING4009,Selected Topics in Methodologies for Researching Language,"Second Semester, 2018",Undergraduate,12,In Person
LING4011,Selected Topics in Theory and Analysis in Linguistics,"Second Semester, 2018",Undergraduate,12,In Person
ASIA5920,Semester in Asia,"Second Semester, 2018",Undergraduate,6,In Person
ENGN3334,Semiconductors,"Second Semester, 2018",Undergraduate,6,In Person
EMSC4040,Seminar A,"Second Semester, 2018",Undergraduate,3,In Person
EMSC3030,Seminar A,"Second Semester, 2018",Undergraduate,3,In Person
EMSC3031,Seminar B,"Second Semester, 2018",Undergraduate,3,In Person
EMSC4041,Seminar B,"Second Semester, 2018",Undergraduate,3,In Person
HIST4013,Seminar in Historical Writing and Presentation,"Second Semester, 2018",Undergraduate,12,In Person
BUSN4013,Seminar in Research Method in Commerce,"Second Semester, 2018",Undergraduate,6,In Person
MKTG2023,Services Marketing,"Second Semester, 2018",Undergraduate,6,In Person
ENGN2228,Signal Processing,"Second Semester, 2018",Undergraduate,6,In Person
PSYC2001,Social Psychology,"Second Semester, 2018",Undergraduate,6,In Person
ENVS2013,Society and Environmental Change,"Second Semester, 2018",Undergraduate,6,In Person
SOCY2030,Sociology of Third World Development,"Second Semester, 2018",Undergraduate,6,In Person
PHYS2204,Soft Condensed Matter: Understanding squishy materials from food to biology,"Second Semester, 2018",Undergraduate,6,In Person
COMP2100,Software Design Methodologies,"Second Semester, 2018",Undergraduate,6,In Person
COMP2120,Software Engineering,"Second Semester, 2018",Undergraduate,6,In Person
COMP4500,Software Engineering Practice,"Second Semester, 2018",Undergraduate,6,In Person
COMP3500,Software Engineering Project,"Second Semester, 2018",Undergraduate,6,In Person
COMP4540,Software Engineering Research Project,"Second Semester, 2018",Undergraduate,12,In Person
ENGN4525,Solar Thermal Technologies,"Second Semester, 2018",Undergraduate,6,In Person
LING2010,Sounds of the World's Languages: Phonetics and Phonology,"Second Semester, 2018",Undergraduate,6,In Person
SCOM2015,Speaking of Science,"Second Semester, 2018",Undergraduate,6,In Person
SCOM4015,Speaking of Science,"Second Semester, 2018",Undergraduate,6,In Person
ENVS3016,Special Topic,"Second Semester, 2018",Undergraduate,6,In Person
EMSC3050,Special Topics,"Second Semester, 2018",Undergraduate,6,In Person
ECON3112,Special Topics  in Macroeconomics,"Second Semester, 2018",Undergraduate,6,In Person
BUSN3060,Special Topics In Commerce,"Second Semester, 2018",Undergraduate,6,In Person
ACST3001,Special Topics in Actuarial Studies,"Second Semester, 2018",Undergraduate,6,In Person
ARAB3006,Special Topics in Arabic,"Second Semester, 2018",Undergraduate,6,In Person
BUSN4101,Special Topics in Commerce,"Second Semester, 2018",Undergraduate,6,In Person
BUSN4010,Special Topics in Commerce,"Second Semester, 2018",Undergraduate,6,In Person
COMP2710,Special Topics in Computer Science,"Second Semester, 2018",Undergraduate,6,In Person
EMSC4050,Special Topics in Earth Science,"Second Semester, 2018",Undergraduate,6,In Person
EMET3020,Special Topics in Econometrics,"Second Semester, 2018",Undergraduate,6,In Person
ECON3099,Special Topics in Economic Dynamics,"Second Semester, 2018",Undergraduate,6,In Person
ENGN4521,Special Topics in Engineering 2,"Second Semester, 2018",Undergraduate,6,In Person
ENGN4522,Special Topics in Engineering 3,"Second Semester, 2018",Undergraduate,6,In Person
ENGN4523,Special Topics in Engineering 4,"Second Semester, 2018",Undergraduate,6,In Person
ENGN4520,Special Topics in Engineering I,"Second Semester, 2018",Undergraduate,6,In Person
FINM3004,Special Topics in Finance,"Second Semester, 2018",Undergraduate,6,In Person
LING3025,Special Topics in Linguistics,"Second Semester, 2018",Undergraduate,6,In Person
MATH4349,Special Topics in Mathematics,"Second Semester, 2018",Undergraduate,6,In Person
MATH3349,Special Topics in Mathematics,"Second Semester, 2018",Undergraduate,6,In Person
ECON3110,Special Topics in Microeconomics,"Second Semester, 2018",Undergraduate,6,In Person
MEAS4001,Special Topics in Middle Eastern and Central Asian Studies,"Second Semester, 2018",Undergraduate,6,In Person
PSYC3023,Special Topics in Psychology,"Second Semester, 2018",Undergraduate,6,In Person
STAT3039,Special Topics in Statistics,"Second Semester, 2018",Undergraduate,6,In Person
ANTH2004,Spirit Rising: Religious Resurgence in its Local Context,"Second Semester, 2018",Undergraduate,6,In Person
STAT4500,Statistics Honours Thesis,"Second Semester, 2018",Undergraduate,6,In Person
ECON2141,Strategic Thinking: An introduction to Game Theory,"Second Semester, 2018",Undergraduate,6,In Person
LING2020,Structure of English,"Second Semester, 2018",Undergraduate,6,In Person
COMP1110,Structured Programming,"Second Semester, 2018",Undergraduate,6,In Person
COMP1140,Structured Programming (Advanced),"Second Semester, 2018",Undergraduate,6,In Person
FINM3009,Student Managed Fund,"Second Semester, 2018",Undergraduate,6,In Person
FINM3010,Student Managed Fund Extension,"Second Semester, 2018",Undergraduate,6,In Person
COMP2560,Studies in Advanced Computing R&D,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4236,Succession,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4300,Supervised Research Paper,"Second Semester, 2018",Undergraduate,12,In Person
ANTH3010,Supervised Research in Anthropology,"Second Semester, 2018",Undergraduate,6,In Person
BIAN3129,Supervised Research in Biological Anthropology,"Second Semester, 2018",Undergraduate,6,In Person
ASGS1110,Support for Australia's Environment,"Second Semester, 2018",Undergraduate,6,In Person
ASGS1109,"Support for Global Citizen: Culture, Development and Inequality","Second Semester, 2018",Undergraduate,6,In Person
ASGS1108,Support for Peace Building and Conflict Resolution,"Second Semester, 2018",Undergraduate,6,In Person
SOCR4002,Survey Data Analysis,"Second Semester, 2018",Undergraduate,6,In Person
ENVS1008,Sustainable Development,"Second Semester, 2018",Undergraduate,6,In Person
ENVS2012,Sustainable Urban Systems,"Second Semester, 2018",Undergraduate,6,In Person
LING3126,Syntactic Theory,"Second Semester, 2018",Undergraduate,6,In Person
ENGN2226,Systems Engineering Analysis,"Second Semester, 2018",Undergraduate,6,In Person
ENGN4221,Systems Engineering Project,"Second Semester, 2018",Undergraduate,6,In Person
COMP3530,Systems Engineering for Software Engineers,"Second Semester, 2018",Undergraduate,6,In Person
NEUR3112,Systems Neuroscience,"Second Semester, 2018",Undergraduate,6,In Person
COMP2310,"Systems, Networks and Concurrency","Second Semester, 2018",Undergraduate,6,In Person
BUSN4016,Taxation Concepts and Issues,"Second Semester, 2018",Undergraduate,6,In Person
LING2013,Teaching Languages,"Second Semester, 2018",Undergraduate,6,In Person
MGMT3002,Techniques for Business Project Management,"Second Semester, 2018",Undergraduate,6,In Person
HIST1209,Terror to Terrorism: A History,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1108,Terror to Terrorism: A History,"Second Semester, 2018",Undergraduate,6,In Person
TETM1003,Tetum 2,"Second Semester, 2018",Undergraduate,6,Online
TETM2005,Tetum 4,"Second Semester, 2018",Undergraduate,6,Online
DESA2908,Textiles Design: Fabricated Textiles,"Second Semester, 2018",Undergraduate,6,In Person
DESA2909,Textiles Design: Marketing Design,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2908,Textiles: Constructed Textiles,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2909,Textiles: Maker to Market,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1902,Textiles: Print and Surface Design,"Second Semester, 2018",Undergraduate,6,In Person
THAI1003,Thai 2,"Second Semester, 2018",Undergraduate,6,Online
THAI2003,Thai 4,"Second Semester, 2018",Undergraduate,6,In Person
THAI3008,Thai 6,"Second Semester, 2018",Undergraduate,6,In Person
VCUG2003,The Art of Making : A practical course aimed at turning ideas into reality,"Second Semester, 2018",Undergraduate,6,In Person
ASIA3034,The Contemporary Chinese World,"Second Semester, 2018",Undergraduate,6,In Person
PASI3001,"The Contemporary Pacific: Society, Politics and Development","Second Semester, 2018",Undergraduate,6,In Person
ECON4491,"The Economy, Politics and the State","Second Semester, 2018",Undergraduate,6,In Person
ECON2091,"The Economy, Politics and the State","Second Semester, 2018",Undergraduate,6,In Person
BIAN1001,The Human Voyage: Introduction to Biological Anthropology,"Second Semester, 2018",Undergraduate,6,In Person
INDG3003,The Indigenous Economy,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2271,The Making of South Asia,"Second Semester, 2018",Undergraduate,6,In Person
PHIL3075,"The Philosophy of Gender: Knowledge, Power, Bodies","Second Semester, 2018",Undergraduate,6,In Person
MEAS2105,The Political Economy of the Middle East,"Second Semester, 2018",Undergraduate,6,In Person
POLS3035,The Politics of International Law,"Second Semester, 2018",Undergraduate,6,In Person
PHIL2094,The Problem of Free Will,"Second Semester, 2018",Undergraduate,6,In Person
MUSI4402,The Scholar Musician 2,"Second Semester, 2018",Undergraduate,6,In Person
SPAN2601,The Sounds of Spanish,"Second Semester, 2018",Undergraduate,6,In Person
ECHI3019,The World Economy Since 1800 (H),"Second Semester, 2018",Undergraduate,6,In Person
FREN3515,The sounds of French: phonetics and pronunciation,"Second Semester, 2018",Undergraduate,6,In Person
PHIL2020,Theories of Social Justice,"Second Semester, 2018",Undergraduate,6,In Person
MATH4202,Theory of Partial Differential Equations Honours,"Second Semester, 2018",Undergraduate,6,In Person
THES4102,Thesis,"Second Semester, 2018",Undergraduate,6,In Person
THES4100,Thesis,"Second Semester, 2018",Undergraduate,6,In Person
THES4103,Thesis,"Second Semester, 2018",Undergraduate,6,In Person
THES4105,Thesis,"Second Semester, 2018",Undergraduate,6,In Person
MATH4005,Thesis and Presentations in Mathematics,"Second Semester, 2018",Undergraduate,6,In Person
SCOM4005,Thesis and Seminar in Science Communication,"Second Semester, 2018",Undergraduate,6,In Person
THES4502,Thesis in Asian Studies,"Second Semester, 2018",Undergraduate,6,In Person
THES4501,Thesis in International Security Studies,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2040,The Making of Modern Korea,"Second Semester, 2018",Undergraduate,6,In Person
TIBN1003,Tibetan 2,"Second Semester, 2018",Undergraduate,6,Online
LANG4002,Topics in Advanced Language Studies 1,"Second Semester, 2018",Undergraduate,6,In Person
LANG4003,Topics in Advanced Language Studies 2,"Second Semester, 2018",Undergraduate,6,In Person
HIST4012,Topics in Australian History,"Second Semester, 2018",Undergraduate,12,In Person
COMP3710,Topics in Computer Science,"Second Semester, 2018",Undergraduate,6,In Person
ECON4476,Topics in Game Theory,"Second Semester, 2018",Undergraduate,6,In Person
ECON4421,Topics in Microeconomic Theory,"Second Semester, 2018",Undergraduate,6,In Person
PHIL4012,Topics in Philosophy,"Second Semester, 2018",Undergraduate,6,In Person
SOCY3124,Transforming Society: Towards a Public Sociology,"Second Semester, 2018",Undergraduate,6,In Person
LANG3001,Translation across Languages: the translation of literary texts,"Second Semester, 2018",Undergraduate,6,In Person
ASIA3272,Truth and Falsity in Indian History and Politics,"Second Semester, 2018",Undergraduate,6,In Person
HIST2219,"Tudor-Stuart England, c.1485-1714: Politics, Society and Culture","Second Semester, 2018",Undergraduate,6,In Person
MEAS2004,Turkish Politics and Foreign Policy,"Second Semester, 2018",Undergraduate,6,In Person
DESN2009,Typography in Context: digital typographic design,"Second Semester, 2018",Undergraduate,6,In Person
INTR2016,US Foreign and Security Policy in Asia,"Second Semester, 2018",Undergraduate,6,In Person
BIOL3114,Vertebrate Biology,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2617,Video: Creative Possibilities,"Second Semester, 2018",Undergraduate,6,In Person
VIET1003,Vietnamese 2,"Second Semester, 2018",Undergraduate,6,Online
VIET2003,Vietnamese 4,"Second Semester, 2018",Undergraduate,6,In Person
VIET3003,Vietnamese 6,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2109,"Violence, Poverty, and Politics in India","Second Semester, 2018",Undergraduate,6,In Person
ARTS5923,Virtual Exchange,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2819,Vision and Perception,"Second Semester, 2018",Undergraduate,6,In Person
PSYC3015,Visual and Cognitive Neuroscience,"Second Semester, 2018",Undergraduate,6,In Person
WARS1003,War and Society in Modern History,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1710,Web Development and Design,"Second Semester, 2018",Undergraduate,6,In Person
PHIL1007,What is Humanity?,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2304,What is Literature? Asian Perspectives,"Second Semester, 2018",Undergraduate,6,In Person
ENGN4536,Wireless Communications,"Second Semester, 2018",Undergraduate,6,In Person
PHYS3058,Work Experience in Photonics,"Second Semester, 2018",Undergraduate,6,In Person
ECHI3009,World Economy Since 1800,"Second Semester, 2018",Undergraduate,6,In Person
HIST2136,"World at War, 1939-1945","Second Semester, 2018",Undergraduate,6,In Person
BIAN4009,Writing Seminar in Biological Anthropology,"Second Semester, 2018",Undergraduate,6,In Person
MUSI3313,Writing about Music 2: Sources and Methods,"Second Semester, 2018",Undergraduate,6,In Person
HUMN4001,Writing for the Research Process,"Second Semester, 2018",Undergraduate,6,In Person
ASIA3551,Year in Asia,"Second Semester, 2018",Undergraduate,24,In Person
