"
                    Code
                ","
                    Title
                ","
                    Term
                ","
                    Career
                ","
                    Units
                ","
                    Delivery
                "
ARAB3004,Research Project (Arabic),"First Semester, 2018",Undergraduate,6,In Person
CHEM3060,Research Project in Chemistry,"First Semester, 2018",Undergraduate,6,In Person
LANG4004,Research Tools in Advanced Language Studies,"First Semester, 2018",Undergraduate,6,In Person
PHYS3042,Research Topics Physics,"First Semester, 2018",Undergraduate,6,In Person
JPNS3024,Research Topics in Japanese: International Relations & Politics,"First Semester, 2018",Undergraduate,6,In Person
ASIA3083,Research Topics in South and Southeast Asian Languages A,"First Semester, 2018",Undergraduate,6,In Person
POLS4011,Research Training: Scope and Methods,"First Semester, 2018",Undergraduate,12,In Person
ENGL4020,Researching and Writing the Thesis: A Workshop,"First Semester, 2018",Undergraduate,6,In Person
LAWS4254,Restitution,"First Semester, 2018",Undergraduate,6,In Person
STAT3035,Risk Theory,"First Semester, 2018",Undergraduate,6,In Person
STAT4035,Risk Theory,"First Semester, 2018",Undergraduate,6,In Person
EMSC4117,Rocks and Minerals,"First Semester, 2018",Undergraduate,6,In Person
EMSC2017,Rocks and Minerals,"First Semester, 2018",Undergraduate,6,In Person
SKRT1002,Sanskrit 1,"First Semester, 2018",Undergraduate,6,In Person
SKRT2103,Sanskrit 3,"First Semester, 2018",Undergraduate,6,In Person
SKRT3004,Sanskrit 5,"First Semester, 2018",Undergraduate,6,In Person
SCOM1001,Science Communication 1: Science and Public Awareness,"First Semester, 2018",Undergraduate,6,In Person
SCOM3004,Science Communication Internship,"First Semester, 2018",Undergraduate,6,In Person
SCOM3003,Science Communication Research Project,"First Semester, 2018",Undergraduate,6,In Person
SCNC4000,Science Honours,"First Semester, 2018",Undergraduate,6,In Person
SCNC3000,Science Internship,"First Semester, 2018",Undergraduate,6,In Person
SCNC2000,Science Internship,"First Semester, 2018",Undergraduate,6,In Person
SCNC2021,Science Research Project,"First Semester, 2018",Undergraduate,6,In Person
SCNC3021,Science Research Project,"First Semester, 2018",Undergraduate,6,In Person
SCOM2016,Science in the Media,"First Semester, 2018",Undergraduate,6,In Person
SCOM2031,"Science, Risk and Ethics","First Semester, 2018",Undergraduate,6,In Person
MATH3511,Scientific Computing,"First Semester, 2018",Undergraduate,6,In Person
ARTV2814,Sculpture Advanced Methods Through Installation and Site Considerations,"First Semester, 2018",Undergraduate,6,In Person
ARTV2806,"Sculpture: Bricolage Through Collecting, Collating and Construction with Found Materials","First Semester, 2018",Undergraduate,6,In Person
ARTV1801,"Sculpture: Constructed Form and Space , Through Investigations with Wood and Metal","First Semester, 2018",Undergraduate,6,In Person
ARTV3801,Sculpture: Independent Work Proposal 1 Introduction to IWP,"First Semester, 2018",Undergraduate,6,In Person
ARTV2807,Sculpture: Space and Reproduction Through Mould Making and Surface Replication,"First Semester, 2018",Undergraduate,6,In Person
LING2101,Second Language Acquisition,"First Semester, 2018",Undergraduate,6,In Person
EMSC4014,Sedimentology and Stratigraphy,"First Semester, 2018",Undergraduate,6,In Person
EMSC2014,Sedimentology and Stratigraphy,"First Semester, 2018",Undergraduate,6,In Person
LING4012,Selected Topics in Analysis of a Subsystem of Language,"First Semester, 2018",Undergraduate,6,In Person
LING4010,Selected Topics in Empirical Approaches to Linguistics,"First Semester, 2018",Undergraduate,6,In Person
FREN2021,Selected Topics in French Studies,"First Semester, 2018",Undergraduate,6,In Person
LING4009,Selected Topics in Methodologies for Researching Language,"First Semester, 2018",Undergraduate,12,In Person
LING4011,Selected Topics in Theory and Analysis in Linguistics,"First Semester, 2018",Undergraduate,12,In Person
SOCY1002,Self and Society,"First Semester, 2018",Undergraduate,6,In Person
LING2008,Semantics,"First Semester, 2018",Undergraduate,6,In Person
ASIA5920,Semester in Asia,"First Semester, 2018",Undergraduate,6,In Person
EMSC4040,Seminar A,"First Semester, 2018",Undergraduate,3,In Person
EMSC3030,Seminar A,"First Semester, 2018",Undergraduate,3,In Person
EMSC3031,Seminar B,"First Semester, 2018",Undergraduate,3,In Person
EMSC4041,Seminar B,"First Semester, 2018",Undergraduate,3,In Person
HIST4011,Seminar in Advanced Historiography,"First Semester, 2018",Undergraduate,12,In Person
BUSN4013,Seminar in Research Method in Commerce,"First Semester, 2018",Undergraduate,6,In Person
GEND1001,"Sex, Gender and Identity: An Introduction to Gender Studies","First Semester, 2018",Undergraduate,6,In Person
ENGL2055,Shakespeare and Film,"First Semester, 2018",Undergraduate,6,In Person
POLS3029,Sharing Power: Federalism in Comparative Perspective,"First Semester, 2018",Undergraduate,6,In Person
SOCY2101,Social Policy: Principles and Practice,"First Semester, 2018",Undergraduate,6,In Person
SOCY2166,Social Science of the Internet,"First Semester, 2018",Undergraduate,6,In Person
SOCY4010,Sociology Honours Methods Seminar,"First Semester, 2018",Undergraduate,12,In Person
SOCY4009,Sociology Honours Theory Seminar,"First Semester, 2018",Undergraduate,12,In Person
SOCY2059,Sociology of Resistance,"First Semester, 2018",Undergraduate,6,In Person
COMP2100,Software Design Methodologies,"First Semester, 2018",Undergraduate,6,In Person
COMP4500,Software Engineering Practice,"First Semester, 2018",Undergraduate,6,In Person
COMP3500,Software Engineering Project,"First Semester, 2018",Undergraduate,6,In Person
COMP4540,Software Engineering Research Project,"First Semester, 2018",Undergraduate,12,In Person
MUSI3321,Songwriting: concepts and craft,"First Semester, 2018",Undergraduate,6,In Person
ENVS3016,Special Topic,"First Semester, 2018",Undergraduate,6,In Person
EMSC3050,Special Topics,"First Semester, 2018",Undergraduate,6,In Person
ECON3112,Special Topics  in Macroeconomics,"First Semester, 2018",Undergraduate,6,In Person
BUSN3060,Special Topics In Commerce,"First Semester, 2018",Undergraduate,6,In Person
ACST3001,Special Topics in Actuarial Studies,"First Semester, 2018",Undergraduate,6,In Person
BUSN4101,Special Topics in Commerce,"First Semester, 2018",Undergraduate,6,In Person
BUSN4010,Special Topics in Commerce,"First Semester, 2018",Undergraduate,6,In Person
COMP2710,Special Topics in Computer Science,"First Semester, 2018",Undergraduate,6,In Person
CRIM2011,Special Topics in Criminology,"First Semester, 2018",Undergraduate,6,In Person
EMSC4050,Special Topics in Earth Science,"First Semester, 2018",Undergraduate,6,In Person
EMET3020,Special Topics in Econometrics,"First Semester, 2018",Undergraduate,6,In Person
ECON3099,Special Topics in Economic Dynamics,"First Semester, 2018",Undergraduate,6,In Person
ENGN4520,Special Topics in Engineering I,"First Semester, 2018",Undergraduate,6,In Person
FINM3004,Special Topics in Finance,"First Semester, 2018",Undergraduate,6,In Person
LING3025,Special Topics in Linguistics,"First Semester, 2018",Undergraduate,6,In Person
MATH3349,Special Topics in Mathematics,"First Semester, 2018",Undergraduate,6,In Person
MATH4349,Special Topics in Mathematics,"First Semester, 2018",Undergraduate,6,In Person
ECON3110,Special Topics in Microeconomics,"First Semester, 2018",Undergraduate,6,In Person
MEAS4001,Special Topics in Middle Eastern and Central Asian Studies,"First Semester, 2018",Undergraduate,6,In Person
POLS4009,Special Topics in Politics and International Relations 1,"First Semester, 2018",Undergraduate,6,In Person
POLS4010,Special Topics in Politics and International Relations 2,"First Semester, 2018",Undergraduate,6,In Person
PSYC3023,Special Topics in Psychology,"First Semester, 2018",Undergraduate,6,In Person
STAT3039,Special Topics in Statistics,"First Semester, 2018",Undergraduate,6,In Person
ANTH2134,States and Citizens: Anthropological Perspectives,"First Semester, 2018",Undergraduate,6,In Person
STAT4027,Statistical Inference,"First Semester, 2018",Undergraduate,6,In Person
STAT3013,Statistical Inference,"First Semester, 2018",Undergraduate,6,In Person
STAT3040,Statistical Learning,"First Semester, 2018",Undergraduate,6,In Person
STAT4040,Statistical Learning,"First Semester, 2018",Undergraduate,6,In Person
STAT1003,Statistical Techniques,"First Semester, 2018",Undergraduate,6,In Person
PREP1116,Statistics,"First Semester, 2018",Undergraduate,6,In Person
STAT4500,Statistics Honours Thesis,"First Semester, 2018",Undergraduate,6,In Person
SOCR4001,Statistics for Social Scientists,"First Semester, 2018",Undergraduate,6,In Person
STAT3004,Stochastic Modelling,"First Semester, 2018",Undergraduate,6,In Person
STAT4018,Stochastic Modelling,"First Semester, 2018",Undergraduate,6,In Person
MKTG3023,Strategic Marketing,"First Semester, 2018",Undergraduate,6,In Person
ECON2141,Strategic Thinking: An introduction to Game Theory,"First Semester, 2018",Undergraduate,6,In Person
CHEM2210,Structural Elucidation in Chemistry,"First Semester, 2018",Undergraduate,6,In Person
EMSC4002,Structural Geology and Tectonics,"First Semester, 2018",Undergraduate,6,In Person
EMSC3002,Structural Geology and Tectonics,"First Semester, 2018",Undergraduate,6,In Person
COMP1110,Structured Programming,"First Semester, 2018",Undergraduate,6,In Person
FINM3009,Student Managed Fund,"First Semester, 2018",Undergraduate,6,In Person
FINM3010,Student Managed Fund Extension,"First Semester, 2018",Undergraduate,6,In Person
LAWS4300,Supervised Research Paper,"First Semester, 2018",Undergraduate,12,In Person
ANTH3010,Supervised Research in Anthropology,"First Semester, 2018",Undergraduate,6,In Person
BIAN3129,Supervised Research in Biological Anthropology,"First Semester, 2018",Undergraduate,6,In Person
ASGS1101,Support For Business Reporting and Analysis,"First Semester, 2018",Undergraduate,6,In Person
ASGS1105,Support For Physics and its Foundations,"First Semester, 2018",Undergraduate,6,In Person
ASGS1104,Support For Self and Society,"First Semester, 2018",Undergraduate,6,In Person
ASGS1103,"Support for Asia and the Pacific: Power, diversity and change","First Semester, 2018",Undergraduate,6,In Person
ASGS1111,Support for Business Information Systems,"First Semester, 2018",Undergraduate,6,In Person
ASGS1114,Support for Introduction to International Relations: Foundations and Concepts,"First Semester, 2018",Undergraduate,6,In Person
ASGS1113,Support for Introduction to International Security Studies,"First Semester, 2018",Undergraduate,6,In Person
ASGS1102,"Support for Management, People and Organisations","First Semester, 2018",Undergraduate,6,In Person
ASGS1112,Support for Quantitative Research Methods,"First Semester, 2018",Undergraduate,6,In Person
ASGS1115,Support for Science Courses,"First Semester, 2018",Undergraduate,6,In Person
STAT4072,Surivival Models,"First Semester, 2018",Undergraduate,6,In Person
SOCY2157,Surveillance and Society,"First Semester, 2018",Undergraduate,6,In Person
STAT3032,Survival Models,"First Semester, 2018",Undergraduate,6,In Person
MKTG2002,Sustainable Marketing,"First Semester, 2018",Undergraduate,6,In Person
ENGN4027,Sustainable Nanomaterials,"First Semester, 2018",Undergraduate,6,In Person
CHEM3201,Synthetic Aspects of Medicinal Chemistry,"First Semester, 2018",Undergraduate,6,In Person
ENGN3331,System Dynamics,"First Semester, 2018",Undergraduate,6,In Person
ENGN2225,Systems Engineering Design,"First Semester, 2018",Undergraduate,6,In Person
ENGN4221,Systems Engineering Project,"First Semester, 2018",Undergraduate,6,In Person
BUSN4016,Taxation Concepts and Issues,"First Semester, 2018",Undergraduate,6,In Person
JPNS3012,Teaching Japanese: Content,"First Semester, 2018",Undergraduate,6,In Person
TETM1002,Tetum 1,"First Semester, 2018",Undergraduate,6,Online
TETM2004,Tetum 3,"First Semester, 2018",Undergraduate,6,Online
DESA2906,Textiles Design: Drawing for Design,"First Semester, 2018",Undergraduate,6,In Person
DESA2907,Textiles Design: Stitch for Design,"First Semester, 2018",Undergraduate,6,In Person
ARTV2906,Textiles: Approaches to Drawing for Craft and Design,"First Semester, 2018",Undergraduate,6,In Person
ARTV1901,Textiles: Dye and Surface Manipulation,"First Semester, 2018",Undergraduate,6,In Person
ARTV2907,Textiles: Embroidery and Hand Stitch,"First Semester, 2018",Undergraduate,6,In Person
THAI1002,Thai 1,"First Semester, 2018",Undergraduate,6,Online
THAI2002,Thai 3,"First Semester, 2018",Undergraduate,6,In Person
THAI3002,Thai 5,"First Semester, 2018",Undergraduate,6,In Person
VCUG2003,The Art of Making : A practical course aimed at turning ideas into reality,"First Semester, 2018",Undergraduate,6,In Person
ECHI1006,The Australian Economy: Past and Present,"First Semester, 2018",Undergraduate,6,In Person
ASGS1008,The Big Ideas in Science,"First Semester, 2018",Undergraduate,6,In Person
EMSC1006,The Blue Planet: An Introduction to Earth System Science,"First Semester, 2018",Undergraduate,6,In Person
EMSC4006,The Blue Planet: an introduction to Earth system science,"First Semester, 2018",Undergraduate,6,In Person
HIST2141,The Cold War: 1945-1989,"First Semester, 2018",Undergraduate,6,In Person
CRIM1001,The Criminological Imagination: Theory and Understanding,"First Semester, 2018",Undergraduate,6,In Person
CRIM2000,The Illicit Economy,"First Semester, 2018",Undergraduate,6,In Person
ASIA2009,The Making of Modern Japan: From Samurai to Economic Superpower and Beyond,"First Semester, 2018",Undergraduate,6,In Person
ASIA1999,The Origins of Political Order in Asia,"First Semester, 2018",Undergraduate,6,In Person
ASIA2026,The Politics of China,"First Semester, 2018",Undergraduate,6,In Person
MUSI4401,The Scholar Musician 1,"First Semester, 2018",Undergraduate,6,In Person
PSYC3002,The Social Psychology of Group Processes and Social Change,"First Semester, 2018",Undergraduate,6,In Person
HIST1215,The Twentieth Century World,"First Semester, 2018",Undergraduate,6,In Person
PHYS3001,Theoretical Physics,"First Semester, 2018",Undergraduate,6,In Person
CRIM4001,Theories of Crime and Justice,"First Semester, 2018",Undergraduate,6,In Person
ARTH2165,Theories of the Image,"First Semester, 2018",Undergraduate,6,In Person
BIAN4010,Theory Seminar in Biological Anthropology,"First Semester, 2018",Undergraduate,12,In Person
COMP3630,Theory of Computation,"First Semester, 2018",Undergraduate,6,In Person
PHYS2020,Thermal and Statistical Physics,"First Semester, 2018",Undergraduate,6,In Person
THES4100,Thesis,"First Semester, 2018",Undergraduate,6,In Person
THES4102,Thesis,"First Semester, 2018",Undergraduate,6,In Person
THES4105,Thesis,"First Semester, 2018",Undergraduate,6,In Person
THES4103,Thesis,"First Semester, 2018",Undergraduate,6,In Person
MATH4005,Thesis and Presentations in Mathematics,"First Semester, 2018",Undergraduate,6,In Person
SCOM4005,Thesis and Seminar in Science Communication,"First Semester, 2018",Undergraduate,6,In Person
THES4502,Thesis in Asian Studies,"First Semester, 2018",Undergraduate,6,In Person
THES4501,Thesis in International Security Studies,"First Semester, 2018",Undergraduate,6,In Person
TIBN1002,Tibetan 1,"First Semester, 2018",Undergraduate,6,Online
LANG4002,Topics in Advanced Language Studies 1,"First Semester, 2018",Undergraduate,6,In Person
LANG4003,Topics in Advanced Language Studies 2,"First Semester, 2018",Undergraduate,6,In Person
HIST4012,Topics in Australian History,"First Semester, 2018",Undergraduate,12,In Person
MATH4201,Topics in Computational Maths Honours,"First Semester, 2018",Undergraduate,6,In Person
COMP3710,Topics in Computer Science,"First Semester, 2018",Undergraduate,6,In Person
PHIL4012,Topics in Philosophy,"First Semester, 2018",Undergraduate,6,In Person
LAWS1203,Torts,"First Semester, 2018",Undergraduate,6,In Person
FINM4017,Trading and Markets,"First Semester, 2018",Undergraduate,6,In Person
CLAS1001,Traditional Grammar,"First Semester, 2018",Undergraduate,6,In Person
CLAS2011,Traditional Grammar (L),"First Semester, 2018",Undergraduate,6,In Person
LANG3002,Translation across Languages: specialised material,"First Semester, 2018",Undergraduate,6,In Person
ANCH2015,Travellers and Geographers in Antiquity,"First Semester, 2018",Undergraduate,6,In Person
MEAS2002,Turkish History: Ottoman State to Modern Turkey,"First Semester, 2018",Undergraduate,6,In Person
POLS2127,U.S. Politics,"First Semester, 2018",Undergraduate,6,In Person
INTR1021,Understanding Peace and Conflict,"First Semester, 2018",Undergraduate,6,In Person
EURO2012,"Uniting Europe: history, politics, theory","First Semester, 2018",Undergraduate,6,In Person
LAWS4001,Unravelling Complexity,"First Semester, 2018",Undergraduate,6,In Person
VCUG3001,Unravelling Complexity,"First Semester, 2018",Undergraduate,6,In Person
ARTH2097,Victorian and Edwardian Art: Australia and Europe 1837-1914,"First Semester, 2018",Undergraduate,6,In Person
ARTV2617,Video: Creative Possibilities,"First Semester, 2018",Undergraduate,6,In Person
VIET1002,Vietnamese 1,"First Semester, 2018",Undergraduate,6,Online
VIET2002,Vietnamese 3,"First Semester, 2018",Undergraduate,6,In Person
VIET3002,Vietnamese 5,"First Semester, 2018",Undergraduate,6,In Person
VIET3015,Vietnamese-English Translation,"First Semester, 2018",Undergraduate,6,In Person
ARTS5923,Virtual Exchange,"First Semester, 2018",Undergraduate,6,In Person
ANUC1121,Visual Communication: Design and Production,"First Semester, 2018",Undergraduate,6,In Person
DESN1002,Visual Communication: Design and Production,"First Semester, 2018",Undergraduate,6,In Person
WARS1001,"War in the Modern World, 1789 to today","First Semester, 2018",Undergraduate,6,In Person
ENVS3005,Water Management,"First Semester, 2018",Undergraduate,6,In Person
ENVS2004,"Weather, Climate and Fire","First Semester, 2018",Undergraduate,6,In Person
ANUC1710,Web Development and Design,"First Semester, 2018",Undergraduate,6,In Person
COMP1710,Web Development and Design,"First Semester, 2018",Undergraduate,6,In Person
PHYS3058,Work Experience in Photonics,"First Semester, 2018",Undergraduate,6,In Person
MUSI2211,Writing about Music 1: Styles and Theories,"First Semester, 2018",Undergraduate,6,In Person
ASIA3551,Year in Asia,"First Semester, 2018",Undergraduate,24,In Person
